key,en,es,fr,ar
Weighin2,Weigh-In 2,Oficial de pesaje 2,Pesée 2,المراقب 2
Notification.WeightToBeLoaded,{0} kg needed on the bar.,{0} kg a cargar en la barra.,{0} kg requis sur la barre.,الوزن المطلوب تحميله على البار هو {0} كجم.
DisplayParameters.FontSizeLabel,Font Size ('em' units),Tamaño de fuente ('em' units),Taille de police ('em'),حجم الخط ('em' وحدات)
CategoryChange_MustForce,"Category change - was ""{0}"". Use checkbox at bottom to force acceptance if change is allowed; check session assignment.","Cambio de división - era ""{0}"" .  Utilizar el checkbox al final para forzar la aceptación si el cambio está permitido; comprobar la asignación de tanda.","Changement de catégorie - était ""{0}"" .  Utiliser la case à cocher au bas du formulaire pour forcer l'acceptation si les règles le permettent; vérifier l'attribution du plateau.",تغيير الفئة - كان ""{0}"" . استخدم خانة الاختيار في الأسفل لفرض القبول إذا كانت القاعدة تسمح بذلك؛ تحقق من تخصيص الجلسة.
Competition.fixedRoundRobinOrder,Fixed order for lifting in a round (lot number),Fijado el orden para levantar en una tanda (número de sorteo),Ordre prédéterminé de passage pour chaque tour (tirage au sort),ترتيب ثابت للرفع في الجولة (رقم السحب)
Competition.fixedRoundRobinOrderExplanation,"Within a round-robin round, athletes lift according to their lot number","Dentro de una tanda round-robin, los levantadores levantan en función de su número de sorteo en lugar del peso ascendente","Dans une compétition par rondes, ordre de passage par numéro de tirage au lieu de poids ascendant","داخل جولة بنظام الدوري، يرفع الرياضيون وفقًا لرقم سحبهم بدلاً من الوزن التصاعدي
Scoreboard.recordS,S,A,A,س
Scoreboard.recordCJ,CJ,E,É-J,محاولة رفع النطر والدفع
Scoreboard.recordT,T,T,T,ت
Scoreboard.records,RECORDS,RECORDS,RECORDS,سجلات
DisplayParameters.ShowRecords,Show Records,Mostrar los Récords,Afficher les records,عرض السجلات
DisplayParameters.ContentSettings,Content Settings,Ajustes del Contenido,Paramètres de contenu,إعدادات المحتوى
Record.NewNotification,New {0} {2} {3} {1} record: {4}\u00A0kg,Nuevo {0} {2} {3} {1} récord: {4}\u00A0kg,Nouveau record {0} {1} {2} {3} : {4}\u00A0kg,سجل جديد: {0} {2} {3} {1} - {4} كجم
Record.AttemptNotification,Attempt for {0} {2} {3} {1} record: currently {4}\u00A0kg,Intento para {0} {2} {3} {1} récord: actual {4}\u00A0kg,Tentative de record {0} {1} {2} {3} : actuellement {4}\u00A0kg,محاولة تسجيل: {0} {2} {3} {1} - الوزن الحالي {4} كجم
Record.CategoryTitle,{0} {1},{0} {1},{0} {1},عنوان الفئة
Record.SNATCH,Snatch,Arranque,ARRACHÉ,خطف
Record.CLEANJERK,Clean & Jerk,Envión,ÉPAULÉ-JETÉ,النطر والدفع
Record.TOTAL,Total,Total,TOTAL,المجموع
OBS.MonitoringTitle,Video Streaming,Video Streaming,Diffusion vidéo,بث الفيديو
Scoreboard.NewRecord,New Record!,¡NUEVO RÉCORD!,Nouveau record !,رقم قياسي جديد!
Scoreboard.Custom1,Additional Info 1,Información adicional 1,Info 1,معلومات إضافية 1
Scoreboard.Custom2,Additional Info 2,Información adicional 2,Info 2,معلومات إضافية 2
Scoreboard.RecordAttempt,Record Attempt,INTENTO DE RÉCORD,Tentative de record,محاولة تسجيل
DisplayParameters.Content,Content Displayed,Contenido Mostrado,Contenu affiché,المحتوى المعروض
DisplayParameters.ShowLeaders,Category Leaders,Líderes,Meneurs de la catégorie,قادة الفئة
Decision_PF_,Decision (Public-Facing),Decisión (de cara al público),Decision (face au public),قرار (موجه للجمهور)
minutes,minutes,minutos,minutes,دقائق
Config.LocalTemplateLabel,Select which Excel templates are shown,Seleccione qué plantillas de Excel se muestran,Choisir les modèles Excel disponibles,اختر قوالب Excel التي سيتم عرضها
Config.LocalTemplate,Show only local templates (exclude default templates),Mostrar sólo plantillas locales (excluyendo las predeterminadas),Montrer uniquement les modèles locaux (exclure les modèles de défaut),عرض القوالب المحلية فقط (استبعاد القوالب الافتراضية)
App.ResetWarning,Demonstration site will be reset and restarted in {0} minutes.,El sitio de demostración se restablecerá y será reiniciado en {0} minutos.,Le site de démonstration sera réinitialisé dans {0} minutes.
App.Closing,Demonstration site will be back in about a minute.,El sitio de demostración estará de vuelta في aproximadamente un minuto.,Le site de démonstration sera de retour dans environ une minute.
EVENT_CeremonyStarted,start ceremony,Ceremonia de inicio,commencer la cérémonie,بدء الحفل
EVENT_CeremonyDone,end ceremony,Ceremonia de clausura,terminer la cérémonie,انتهاء الحفل
SnatchWithdrawal,Withdraw from Snatch,Retirar del Arranque,Retrait de l'arraché,انسحاب من الخطف
AllGroups,All Sessions,Todas las tandas,Tous les plateaux,جميع الجلسات
Results.NewRecords,Export New Records,Exportar Nuevos Récords,Exporter Nouveaux Records,تصدير سجلات جديدة
Results.RecordsAreProvisional,"Note: The eligibility of the athletes to set records is NOT verified.  Each federation is responsible for verifying citizenship, membership, suspensions and any other criteria they require.","Nota: NO se verifica la elegibilidad de los atletas لتسجيل الأرقام القياسية. كل اتحاد مسؤول عن التحقق من الجنسية، العضوية، الإيقافات وأي معايير أخرى يتطلبونها.","Note: L'éligibilité des athlètes à briser les records n'est PAS vérifiée.  Chaque fédération est responsable de vérifier les critères de citoyenneté, appartenance, suspensions ou autres critères pertinents."
Results.EndOfCompetition,End of Competition,Fin de la competencia,Fin de compétition,نهاية المنافسة
Preparation.ClearNewRecords,Clear Provisional Records,Borrar los Nuevos Récords,Effacer les records provisoires,مسح السجلات المؤقتة
Preparation.Records,Records,Récords,Records,السجلات
Config.DisplayPIN,Password for Displays,Contraseñas para las Pantallas,Mot de passe pour affichages,كلمة المرور للشاشات
Config.DisplayAccessList,IP Addresses Authorized to Access Displays,Direcciones IP autorizadas para acceder a las Pantallas,Adresses IP autorisées à accéder aux affichages,عناوين IP المصرح لها بالوصول إلى الشاشات
Config.AccessList,Authorized IP addresses for Officials,Direcciones IP autorizadas,Adresses IP permises pour officiels,عناوين IP المصرح بها للمسؤولين
Config.PasswordOrPIN,Password for Officials,Contraseña,Mot de passe pour officiels,كلمة المرور للمسؤولين
RuleViolation.StartingWeightCurrent,Starting weight rule violation: Missing {0} kg.,Violación de la regla de الوزن الابتدائي: Falta {0} kg.,Violation de la règle des poids initiaux: Il manque {0} kg.
Registration.FederationCodes,Federations where athlete can break records (no restrictions if empty),Federaciones donde el atleta puede batir récords (ninguna restricción si está vacío),Fédérations où l'athlète peut briser un record (sans restrictions si vide)
Registration.FederationCodesShort,Record Eligibility Federations,Récords elegibles,Fédérations éligibles pour records,اتحادات الأرقام القياسية
EVENT_SummonReferee,summon referees,Llamar a los Árbitros,appeler les arbitres,استدعاء الحكام
Preparation.PrecompDocsTitle,Pre-competition Documents,Documentos pre competencia,Documents pré-compétition,وثائق ما قبل المنافسة
ShortTitle.Displays,Displays,Pantallas, Affichages,العروض
ShortTitle.Info,About, Acerca de, Info,حول
ShortTitle.Home,Home, Inicio, Accueil,الرئيسية
ShortTitle.Lifting,Lifting, Levantamiento, Plateau,الرفع
ShortTitle.Top,Olympic Weightlifting Competition Management System,Olympic Weightlifting Competition Management System,Gestion de compétition d'haltérophilie,نظام إدارة مسابقات رفع الأثقال الأولمبية
ShortTitle.Preparation, Preparation,تحضير, Préparation,تحضير
ShortTitle.Results, Results,نتائج, Résultats,نتائج
Registration.EligibleCategories,Qualified Categories,Divisiones Calificadas,Catégories qualifiées,الفئات المؤهلة
Registration.Category,Category,Categoria,Catégorie,فئة
Weighin.EligibleCategories,Qualified Categories,Divisiones Calificadas,Catégories qualifiées,الفئات المؤهلة
Weighin.Category,Category,Categoria,Catégorie,فئة
StartingList.Teams,Teams,Equipos,Équipes,الفرق
StartingList.Officials,Officials,Oficiales,Officiels,المسؤولون
StartingList.Categories,Categories,Categorias,Catégories,الفئات
Config.MQTTSectionTitle,Refereeing Device MQTT Server,Servidor MQTT del Dispositivo de Arbitraje,Serveur MQTT pour dispositif d'arbitrage,خادم MQTT لجهاز التحكيم
Config.MQTTServer,MQTT Server,Servidor de MQTT,Serveur MQTT,خادم MQTT
Config.MQTTPort,MQTT Port Number,Número de puerto de MQTT,Port MQTT,رقم منفذ MQTT
Config.LanguageTab,Language and Time Zone,Idioma y Uso Horario,Langue et fuseau horaire,اللغة والمنطقة الزمنية
Config.ConnexionsTab,Connections,Conexiones,Connexions,الاتصالات
Config.AccessControlTab,Access Control,Control de Acceso,Contrôle d'accès,التحكم في الوصول
Config.CustomizationTab,Customization,Personalización,Personnalisation,التخصيص
Config.MQTTUserName,MQTT User Name,Nombre de usuario de MQTT,Utilisateur MQTT,اسم مستخدم MQTT
Config.MQTTPassword,MQTT Password,Contraseña de MQTT,Mot de passe MQTT,كلمة مرور MQTT
ThisFieldIsRequired,This field is required,Campo requerido,Ce champ est obligatoire,هذا الحقل مطلوب
AthleteGrid.Attempts,Attempts,Intentos,Essais,محاولات
Config.MQTTExplain,These parameters control access to the built-in MQTT broker embedded in owlcms,Estos parámetros controlan el acceso al intermediario MQTT integrado en owlcms,Ces paramètres contrôlent l'accès au serveur MQTT enchassé dans owlcms.
Config.MQTTEnableInternalExplain,Unselect to disable the embedded MQTT server,Anule la selección para deshabilitar el servidor MQTT incorporado,Décocher pour désactiver le serveur MQTT intégré,إلغاء تحديد لتعطيل خادم MQTT المدمج
Config.MQTTEnableInternal,Enable Built-in MQTT Server,Habilitar servidor MQTT incorporado,Serveur MQTT intégré,تفعيل خادم MQTT المدمج
AnnouncerSelectsGroup,The current session for the platform is selected on the <b><i>Announcer</i></b> screen<br>,La tanda actual para la plataforma se selecciona en la pantalla <b><i>Anunciador</i></b>.<br>,Le plateau courant pour la plateforme est déterminé par l'<b><i>annonceur</i></b> ou le <i>chronométreur</i<br>,تُحدد الجلسة الحالية للمنصة على شاشة <b><i>المعلق</i></b>.
EligibilityCategoryResults,Eligibility Category Results ,Resultados por categorías de elegibilidad,Résultats par catégorie d'éligibilité,نتائج فئات الأهلية
RegistrationCategoryResults,Registration Category Results,Resultados por categorías de registro,Résultats par catégorie d'inscription,نتائج فئات التسجيل
CompetitionResults,Competition Results,Resultados de la competencia,Résultats de la compétition,نتائج المنافسة
EmptyProtocolSheet,Empty Protocol,Pesos iniciales,Poids de départ,بروتوكول فارغ
WeighinForm,Weigh-In Form,Planilla del Pesaje,Formulaire de pesée,نموذج الوزن
VideoStreaming,Video Streaming,Video Streaming,Diffusion vidéo,بث الفيديو
Scoreboard.Best,✔,✔,✔,✔
Scoreboard.RANKING,Ranking,Clasificación,Classement,التصنيف
Scoreboard.RANKINGS,Rankings,Clasificaciones,Classements,التصنيفات
Video.includeNotCompleted,Include categories with athletes that have not yet finished,Incluir categorías con atletas que aún no han terminado,Inclure catégories avec athlètes n'ayant pas terminé,تضمين الفئات مع الرياضيين الذين لم ينتهوا بعد
ResetCategories.Warning_ResetCategories,Beware! This will reassign each athlete's category based on the active age groups.<ul><li>You should double-check category participations after reassignment</li><li>Team memberships will be reset and need to be reviewed.</li></ul>,¡Cuidado! Esto reasignará la categoría de cada atleta en función de los grupos de edad activos.<ul><li>Debe verificar las participaciones en las categorías después de la reasignación</li><li>Las inscripciones del الفريق se restablecerán y deberán revisarse.</li> </ul>,Attention! Ceci va réaffecter les athlètes à leur catégorie selon les groupes d'âges actifs.<ul><li>Revisez les catégories de participation après le recalcul</li><li>L'appartenance aux équipes est réinitialisée et doit être révisée</li></ul>,تحذير! سيؤدي هذا إلى إعادة تعيين فئة كل رياضي بناءً على مجموعات العمر النشطة. <ul><li>يجب عليك التحقق من مشاركات الفئات بعد إعادة التعيين</li><li>ستتم إعادة تعيين عضويات الفريق ويجب مراجعتها.</li></ul>
Gender.Inclusive,Inclusive,Inclusivo,Inclusif,شامل
AttemptBoard_attempt_number,"{0}<sup>{0,choice,1#st|2#nd|3#rd}</sup> att.","{0}<sup>{0,choice,1#er|2#do|3#er}</sup> int.","{0}<sup>{0,choice,1#er|2#e|3#e}</sup> essai","{0}<sup>{0,choice,1#st|2#nd|3#rd}</sup> محاولة"
AttemptBoard_lift_attempt_number,{1} #{0},{1} #{0},{1} nº {0},محاولة الرفع {1} رقم {0}
AttemptBoard_lift.SNATCH,Snatch,Arr.,Arraché,خطف
AttemptBoard_lift.CLEANJERK,C. & J.,Env.,É.-J.,النطر والدفع
Announcer.ReloadGroup,Reload Session,Recargar Tanda,Relire le plateau,إعادة تحميل الجلسة
Announcer.ReloadGroupTooltip,Same as exiting and reentering the group. Forces all displays to update.,Igual que salir y volver a entrar en el grupo. Obliga a todas las pantallas a actualizarse.,Comme sortir et revenir au plateau. Permet de forcer une mise à jour de tous les écrans.,كما في الخروج وإعادة الدخول إلى المجموعة. يجبر جميع الشاشات على التحديث.
Record.PersonalBest,Personal Best,Mejor Marca Personal,Record personnel,أفضل سجل شخصي
Gender.F,F,F,F,أنثى
Gender.M,M,M,M,ذكر
Gender.I,,,
Category_noEligiblity_check_age_entry,No eligible category found. Check entry total and birth date.,Ninguna categoría seleccionada. Comprobar el Total de inscripción y la fecha de nacimiento.,Pas de catégorie éligible. Vérifier la date de naissance et le total de qualification.
Registration.Federations,Eligible Official Records,Récords Oficiales Seleccionables,Records officiels éligibles,السجلات الرسمية المؤهلة
Athlete.IdTab,Entry Information,Información de Inscripción,Inscription,معلومات التسجيل
Athlete.InfoTab,Complementary Information,Información Complementaria,Informations complémentaires,معلومات إضافية
Athlete.IdentificationTitle,Identification,Identificación,Identification,التعريف
Athlete.GroupCatTitle,Categories and Session,División y Tanda,Catégories et Plateau,الفئات والجلسة
Athlete.InfoTitle,Additional Information,Imformación Adicional,Informations additionnelles,معلومات إضافية
Athlete.RecordsTitle,Records,Récords,Records,السجلات
Athlete.DrawTitle,Draw,Sorteo,Tirage,سحب
PersonalBestSnatch,Best Snatch,Mejor Arranque,Meilleur arraché,أفضل خطف
PersonalBestCleanJerk,Best Clean & Jerk,Mejor Envión,Meilleur épaulé-jeté,أفضل نطر ودفع
PersonalBestTotal,Best Total,Mejor Total,Meilleur total,أفضل إجمالي
Results.Combined,Combined,Combinado,Combiné,مجمعة
BreakType.CHALLENGE,Challenge,Reclamo,Contestation,تحدي
PublicMsg.CHALLENGE,Challenge,Reclamo,Contestation,تحدي
BreakButton.CHALLENGE,Challenge,Reclamo,Contestation,تحدي
JuryNotification.CHALLENGE,Challenge Deliberation Started,Deliberación sobre el reclamo,Délibération sur la contestation,بدء تداول التحدي
DisplayParameters.DownSoundOn,Down Sound ON,Señal de bajada ENCENDIDA,Signal sonore Terre OUI,تشغيل إشارة النزول
DisplayParameters.DownSoundOff,Down Sound OFF,Señال de bajada APAGADA,Signal sonore Terre NON,إيقاف إشارة النزول
DisplayParameters.ClockSoundOn,Clock Warning Sounds ON,Sonidos del reloj ACTIVADOS,Sons Chrono OUI,تشغيل أصوات إنذار الساعة
DisplayParameters.ClockSoundOff,Clock Warning Sounds OFF,Sonidos del reloj DESACTIVADOS,Sons Chrono NON,إيقاف أصوات إنذار الساعة
Results.RecordFederation,Federation,Federación,Fédération,الاتحاد
Results.RecordName,Record Name,Nombre del Record,Nom du record,اسم السجل
Results.RecordAgeGroup,Age Group,Grupos por Edades,Groupe d'âge,فئة العمر
Results.RecordKind,Type,Tipo,Type,نوع
Results.RecordWeight,Record,Record,Record,السجل
Results.RecordDate,Record Date,Fecha de Record,Date du record,تاريخ السجل
CompetitionBook.Records,Records,Records,Records,السجلات
VideoStreaming_description,<li><b>{0}</b>:  Displays meant to be used for video broadcasting. Such displays may show columns that differ from the official scoreboards and use different color schemes to produce transparency effects.</li>,<li><b>{0}</b>:  Pantallas destinadas a ser utilizadas para la transmisión de video. Tales pantallas pueden mostrar columnas que difieren de las pantallas oficiales y usar diferentes esquemas de color para producir efectos de transparencia.</li>,"<li><b>{0}</b>:  Affichages destinés à la diffusion. Ces affichages peuvent montrer des colonnes différentes de l'affichage officiel, ou avoir des couleurs de fond qui permettent des effets de transparence.</li>",<li><b>{0}</b>:  شاشات مخصصة للبث الفيديو. قد تظهر هذه الشاشات أعمدة تختلف عن لوحات النتائج الرسمية وتستخدم مخططات ألوان مختلفة لإنتاج تأثيرات الشفافية.</li>
Invited/Extra,"Lifting out of competition (no points, no medals)",Fuera de Competencia,Hors-concours,رفع خارج المنافسة (لا نقاط، لا ميداليات)
Competition.InformationTab,Information,Información ,Information ,معلومات
Competition.RulesTab,Competition Rules,Reglas de la Competencia,Règles de la compétition,قواعد المنافسة
Records.ConfigurationTab,Records Configuration,Configuración de Récords,Configuration des records,إعدادات السجلات
Records.ProvisionalSection,Provisional Records,Provisional Records,Records à homologuer,السجلات المؤقتة
Records.OrderingField,Drag names to determine scoreboard display order,Arrastre los nombres para determinar el orden de visualización del marcador,Glisser les noms pour déterminer l'ordre d'affichage,اسحب الأسماء لتحديد ترتيب عرض النتائج
Records.RecordsManagementTitle,Records Management,Gestión de Récords,Gestion des records,إدارة السجلات
Records.ClearOfficialRecords,Clear Official Records,Borrar los Récords Oficiales,Effacer les records officiels,مسح السجلات الرسمية
Records.ClearOfficialRecordsExplanation,Use this if you wish to reload all official records from scratch.,Utilizar esto si quiere volver a cargar جميع السجلات الرسمية desde cero,Utiliser pour recharger les fichiers de records officiels à neuf.,استخدم هذا إذا كنت ترغب في إعادة تحميل جميع السجلات الرسمية من الصفر.
Preparation.ClearNewRecordsExplanation,Use this button once new records have been merged with the official files,Use este botón una vez que تم دمج السجلات الجديدة مع الملفات الرسمية,Utilisez ce bouton pour effacer les records provisoires après exportation et inclusion dans les résultats officiels,استخدم هذا الزر بمجرد دمج السجلات الجديدة مع الملفات الرسمية
Records.LoadedOfficialFiles,Currently Loaded Official Record Files,Archivos de récords oficiales cargados actualmente,Fichiers de records officiels actuellement chargés,ملفات السجلات الرسمية المحملة حالياً
Records.OfficialSection,Official Records,Récords oficiales,Records officiels,السجلات الرسمية
Records.UploadOfficialFile,Upload an official records file. Records previously loaded from that file name will  be replaced.,Cargue un archivo de RECORDS oficiales. Se reemplzarán los registros cargados previamente desde ese nombre de archivo.,Téléverser un fichier de records officiels. Les records chargés antérieurement de ce nom fichier seront remplacés,قم بتحميل ملف سجل رسمي. سيتم استبدال السجلات المحملة مسبقًا من اسم هذا الملف.
Clear,Clear,Clear,Effacer,مسح
Records.AllFederations,Show record values from all Federations,Ver جميع قيم السجلات الرياضية دون تقييد الاتحاد,Afficher toutes les valeurs de records sans restreindre la fédération,عرض قيم السجلات من جميع الاتحادات
Records.DisplayOptions,Display Options,Desplegar opciones,Options d'affichage,خيارات العرض
Records.AllCategories,Show records for all categories in session,Mostrar los récords para todas las categorías de la tanda,Afficher les records pour toutes les catégories du plateau,عرض السجلات لجميع الفئات في الجلسة
Records.UpdateDisplayOptions,Update Options,Opciones de Actualizaciòn,Sauvegarder Options,تحديث الخيارات
Records.NoFiles,"No Record Files Loaded. Use the ""{0}"" section above.","No se han cargado archivos de registro. Utilice la sección ""{0}"" anterior.","Aucun fichier de records présent. Utiliser ""{0}"" ci-dessus.",لا توجد ملفات سجلات محملة. استخدم القسم ""{0}"" أعلاه.
Records.NoRecords,"No Record Files Loaded. Use the ""{0}"" section below.","No se han cargado archivos de registro. Utilice la sección ""{0}"" a continuación.","Aucun fichier de records présent. Utiliser ""{0}"" ci-dessous.",لا توجد ملفات سجلات محملة. استخدم القسم ""{0}"" أدناه.
Records.UploadButton,Load Record File...,Cargar archivo de Récords,Charger Records...,تحميل ملف السجل...
Records.UploadDropZone,Drop Record File Here...,Arrastra fichero de Records aqui...,Glisser Fichier de Records Ici ..,اسحب ملف السجل هنا...
Upload.AthleteRegistrationCategoryProblem,Athlete not eligible for category,Atleta no elegible para la categoría,Athlète non éligible à la catégorie,الرياضي غير مؤهل لهذه الفئة
Upload.CannotDetermineRegistrationCategory,Missing category information,Falta información de categoría,Informations de catégorie manquantes,معلومات الفئة مفقودة
Scoreboard.RankingOrder,Rankings,Clasificación,Classement,ترتيب النقاط
Scoreboard.RankingOrderButton,"Scoreboard, Ranking Order",Marcador en orden de clasificación,"Tableau, classement",لوحة النتائج، ترتيب النقاط
Break,Break,Descanso,Pause,استراحة
DefineGroups,Define Sessions and Assign Officials,Definir Tandas y Asignar جueces,Définir les plateaux et assigner les officiels,تحديد الجلسات وتعيين الحكام
Scoreboard.DescriptionLiftTypeFormat,{0} {1} ,{0} {1} ,{0} {1} ,وصف نوع الرفع
VideoNotification.JuryBreak,Jury Deliberation,Deliberación del Jurado,Délibération du jury,تداول اللجنة
VideoNotification.Challenge,Decision Challenge,Reclamo,Contestation,تحدي القرار
VideoNotification.MarshalIssue,Competition paused,Competencia Pausada,Pause,توقف المنافسة
VideoNotification.TechnicalIssue,Competition paused,Competencia Pausada,Pause,توقف المنافسة
VideoNotification.JuryGoodLift,Jury Decision: Good Lift,Decisión del jurado: Levantamiento válido,Décision du jury: Lever accepté,قرار اللجنة: رفع صحيح
VideoNotification.JuryNoLift,Jury Decision: No Lift,Decisión del jurado: Levantamiento nulo,Décision du jury: Lever refusé,قرار اللجنة: رفع غير صحيح
VideoNotification.RecordAttempt,Record Attempt,Intento de Récord,Tentative de record,محاولة تسجيل
VideoNotification.NewRecord,New Record!,¡NUEVO RÉCORD!,Nouveau record !,رقم قياسي جديد!
ComputedWeightClass,Presumed Weight Category,Categoría de peso supuesta,Catégorie de poids présumée,فئة الوزن المفترضة
Video.EventMonitoringButton,Video Overlay,Superposición de video,Superposition vidéo,تراكب الفيديو
Video.EventMonitoringExplanation,"The ""{0}"" button is used to display a small box on the video feed when a significant event takes place (Record, Challenge, Jury Decision, etc.).","El botón ""{0}"" se usa para mostrar un pequeño cuadro en la transmisión de video cuando ocurre un evento importante (Registro, Desafío, Decisión del jurado, etc.).","Le bouton ""{0}"" permet d'afficher un petit encadré sur le flux vidéo lorsqu'un événement significatif a lieu (Record, Challenge, Jury Decision, etc.).",يتم استخدام زر ""{0}"" لعرض مربع صغير على بث الفيديو عند حدوث حدث مهم (سجل، تحدي، قرار لجنة، إلخ).
OBS.MonitoringExplanation,"The ""{0}"" window title reflects the platform's current status and can be used to control automatic scene switching for video production using OBS Studio and similar software.","El título de la ventana ""{0}"" refleja el estado الحالي للمنصة ويمكن استخدامه للتحكم في التبديل التلقائي للمشاهد لإنتاج الفيديو باستخدام OBS Studio وبرامج مماثلة.","Le titre de la fenêtre {0} reflète le statut de compétition et permet de contrôler les changements automatiques de scènes dans un logiciel vidéo comme OBS Studio.,يعكس عنوان نافذة ""{0}"" الحالة الحالية للمنصة ويمكن استخدامه للتحكم في التبديل التلقائي للمشاهد لإنتاج الفيديو باستخدام OBS Studio وبرامج مشابهة.
Competition.enforce20kgRule,Apply IWF 20kg / Masters 80% rule?,Aplicar regla IWF 20kg / Masters 80% ?,Appliquer la règle IWF 20kg / Masters 80% ?,تطبيق قاعدة IWF 20 كجم / ماسترز 80% ؟
Competition.mastersStartOrder,Masters Start Order (older first),Orden de inicio de los Máستر (الوزن الثقيل أولاً),Ordre de départ Masters (plus agés en premier),ترتيب بدء الماسترز (الأكبر سناً أولاً)
Competition.breakParametersTitle,Clean & Jerk Automatic Break Duration,Parámetros de duración de descanso D.T.,Pauses Automatiques Épaulé-jeté,معلمات مدة الاستراحة التلقائية
Competition.breakParametersLonger,(optional) set a longer break if session has less than a certain number of athletes.  Athletes need more time to warm-up.,(opcional) Establecer un descanso más largo si la tanda tiene menos de un número concreto de levantadores. Los levantadores necesitan أكثر وقت للإحماء.,(optionnel) Allonger la pause avant l'Épaulé-Jeté si moins d''un certain nombre d'athlètes. Les athlètes ont besoin de davantage de temps pour se réchauffer.,(اختياري) تعيين استراحة أطول إذا كانت الجلسة تحتوي على عدد أقل من الرياضيين المحددين. يحتاج الرياضيون إلى مزيد من الوقت للإحماء.
Competition.breakParametersShorter,"(optional) Set a shorter break if session has more than a certain number of athletes, since athletes have enough time to warm up.  Duration 0 suppresses the break.","(opcional) Establecer un descanso más corto si la tanda tiene más de un número concreto de levantadores, ya que los levantadores لديهم وقت كافٍ للإحماء. La duración 0 elimina el descanso.","(optionel) Raccourcir la pause avant l'Épaulé-Jeté si plus d'un certain nombre d'athlètes, car les athlètes ont suffisamment de temps pour se réchauffer.  La durée 0 supprime la pause.","(اختياري) تعيين استراحة أقصر إذا كانت الجلسة تحتوي على عدد أكبر من الرياضيين المحددين، حيث أن الرياضيين لديهم وقت كافٍ للإحماء.  الإعداد 0 يلغي الاستراحة."
Competition.longerBreakThreshold,Longer CJ break if less than X athletes,Descanso Envión más largo si hay menos de X atletas,Pause E-J allongée si moins de X athlètes,استراحة أطول إذا كان عدد الرياضيين أقل من X
Competition.longerBreakDuration,Longer break duration (10 is normal),Duración de la pausa más larga,Durée de la pause allongée,مدة الاستراحة الأطول
Competition.shorterBreakThreshold,Shorter CJ break if more than X athletes,Pausa Envión más corta si hay más de X atletas,Pause E-J raccourcie si plus de X athlètes,استراحة أقصر إذا كان عدد الرياضيين أكثر من X
Competition.shorterBreakDuration,Shorter break duration (10 is normal),Duración de la pausa más corta,Durée de la pause raccourcie,مدة الاستراحة الأقصر
Competition.automaticCJBreakQ,"After last snatch, automatically switch to the C&J Break (this enables the other parameters in this section)","Después del último arranque, cambia automáticamente a ""Descanso قبل Envión"" (esto habilita los otros parámetros en esta sección)",Activation automatique de la pause É-J. après le dernier arraché (active les autres paramètres de cette section),تفعيل الاستراحة التلقائية بعد آخر خطف (هذا يُفعل المعلمات الأخرى في هذا القسم)
Competition.TooManyPerCat,Too Many Athletes?,¿Demasiados atletas?,Trop d'athlètes ?
Competition.AthletesPerTeam,Athletes per team,Atletas por equipo,Athlètes par équipe,الرياضيون في الفريق
Competition.maxAthletesPerCategory,Maximum Athletes per category (in each age group),Máximo de atletas por categoría (في كل مجموعة عمرية),Maximum d'athlètes par catégorie (dans chaque groupe d'âge),الحد الأقصى للرياضيين في الفئة (في كل مجموعة عمرية)
Competition.teamRules,Team Size,Tamaños de equipo,Tailles d'équipe,حجم الفريق
Medal.Gold,Gold,Oro,Or,ذهبي
Medal.Silver,Silver,Plata,Argent,فضي
Medal.Bronze,Bronze,Bronce,Bronze,برونزي
Entries,Entries,Inscripciones,Inscriptions,التسجيلات
Preparation,Preparation,Preparación,Préparation,التحضير
DisplayParameters.Abbreviated,Abbreviated First Name,Nombre abreviado,Prénom abrégé,الاسم المختصر
DisplayParameters.TeamSizeLabel,"Team Column Width (""em"" units)","Ancho para el equipo (""em"")","Largeur pour l'équipe (""em"")",عرض عمود الفريق (وحدات "em")
WeighIn_StartNumbers,Start Numbers,Números de inicio,Numéros de départ,أرقام البدء
WeighIn_SessionDocuments,Session Documents,Documentos de Tanda,Documents de session,وثائق الجلسة
WeighIn_Title,Weigh-in and Session Documents,Pesaje y Documentos de Tanda,Pesée et documents de session,الوزن ووثائق الجلسة
Athlete.WeighInTitle,Weigh-In and Declarations,Pesaje y Pesos de Salida,Pesée et déclarations,الوزن والإعلانات
Pause,Pause,Pausa,Pause,استراحة
Jury.NoInterruption,No interruption during a countdown,Sin interrupción durante una cuenta regresiva,Pas de d'interruption durant un compte à rebours,لا انقطاع أثناء العد التنازلي
Jury.NoInterruptionDuringCountdown,The announcer or timekeeper must stop the countdown explicitly.,El locutor o cronometrador debe detener la cuenta regresiva explícitamente.,L'annonceur ou le chronométreur doit interrompre explicitement le compte à rebours.,يجب على المعلق أو ضابط الوقت إيقاف العد التنازلي بشكل صريح.
OK,OK,OK,OK,حسناً
DisplayParameters.LiftingOrder,Lifting Order,Orden de llamada,Ordre de passage,ترتيب الرفع
Records.Inserted,{0} records inserted.,{0} récords insertados.,{0} records insérés.,تم إدخال {0} سجل.
Records.couldNotProcess,Error opening file {0},Error al procesar el archivo {0},Erreur à l'ouverture du fichier {0},خطأ في فتح الملف {0}
